"tweet_id","text","label"
"1271686707235168256","#CoronaVirusUpdate
#NDMCFightsCoronaVirus
#NDMC drive for  Anti-Larva Activities at Pandara Road &amp; Nursery, Golf link, Flying Club, Mandi House,Fountains, East kidwai Nagar, SBI Colony, etc at New Delhi Area.
#WorkForSafety HTTPURL","0"
"1296531210538115072","In the news: Maine CDC reports 1 new death, 19 more cases of coronavirus HTTPURL #coronavirus #COVID19 #2019ncov","0"
"1296287347533852680","In the news: One more coronavirus death reported in South Dakota, 123 new cases HTTPURL #coronavirus #COVID19 #2019ncov","0"
"1224850952550789129","Just saw this on Amazon: Professional Lysol IC Disinfectant Spray w/... by Lysol for $14.85 HTTPURL via @USER #ad #coronavirus #coronaoutbreak #wuhanflu #chinaflu #flu #corona #virus #CoronavirusOutbreak #coronaviruswuhan","0"
"1231797626791768065","@USER 9 days on surface = #coronavirus life
mail can be contaminated. place mail/money in bag spray with disinfectant close bag and give a shake. wear mask/glove/googles #BeSafe not sorry prepare now:folded_hands:","0"
"1233459481767530499","Clorox Healthcare Citrace Hospital Disinfectant &amp; Deodorizer, Aerosol Spray, Citrus, 14 Ounces HTTPURL  #ad #coronavirus #coronaoutbreak #wuhanvirus #CoronavirusOutbreak #coronaviruswuhan #COVID2019 #CoronavirusUSA #pandemic #COVIDー19 #coronavirusus","0"
"1279013957659815937","@USER If you have high blood pressure, you may be at higher risk of getting #COVID19, having worse symptoms, dying from the infection. Lose weight, eat a healthy diet (cut out the gorengan), quit smoking, reduce your salt &amp; caffeine intake, excercise regularly. HTTPURL","0"
"1239306664974725123","Coronavirus is serious now. You need to protect yourself more now than ever. Get yourself some form of portable disinfectant wipe and wipe surfaces around you.
HTTPURL

#Coronavirusoutbreak #coronavirus #coronavirusupdates #covid19 #covid2019 HTTPURL","0"
"1271765592433758211","More than 7.6 million cases of the novel coronavirus have been confirmed worldwide, as well as at least 425,000 deaths, according to Johns Hopkins University. #CoronaVirus #Covid19 #pandemic #InfectiousDisease #CoronaVirusUpdate","0"
"1261762277264494592","Autopsies reveal: #Coronavirus is more than a lung infection | #COVIDー19 Special 
HTTPURL","0"
"1277134043125936128","@USER As a country our biggest failure in the face of this pandemic was &amp; is that the main stream media is afraid of offending or traumatizing anyone and will not show the true face of this virus.  Those that don't believe it's real or it is not a big deal have not seen #Wuhan jan '20","0"
"1271872511660232705","Sweden, Saudi Arabia and the US continue to have a high increase in active cases 

#CoronaVirusUpdate #COVID19 HTTPURL","0"
"1292511737678147585","Play god 

#pressrelease #earthquake 
#ncearthquake #BookLoversDay 
#coronavirus","0"
"1233932858214895616","@USER $PENC under the radar - On 10/15/19 patent approved for disinfectant that kills #coronavirus 99.9% of time.  On 10/18/2019 they start a series of bulk shipments of trigger sprayers.  Company has US Government contracts HTTPURL HTTPURL","1"
"1237921250313416704","Iraq's civil defense spray disinfectant in public areas in an effort to combat #coronavirus HTTPURL","0"
"1293746795823104001","No one here gets out alive
                        James Douglas Morrison 
#COVID19 #Covid19UK #covid19Usa #covid19brasil #covid19de #COVID19france #COVID19ireland #covid19Italia #COVIDPERSISTENTE #SARSCoV2 #SARS_CoV_2 #CoronavirusPandemic #coronavirusitalIa #CoronaVirus","0"
"1271940244091269120","Top 5 list of highest positive cases Covid-19 in the world:
1. USA - 24,070
2. Brazil - 20,612
3. India - 12,023
4. Russia - 8,706
5. Chile - 6,509

As of 6:30am, June 14, 2020
#CoronavirusUpdate","0"
"1236817159185215488","Boarded @USER flight f/ #Seattle and as I used disinfectant wipes on seat and area,flight attendant aggressively told me to stop before I ruined the leather. Said they already disinfected. Great! Did the same crew who cleaned also disinfect?? :grimacing_face:#CoronaVirus HTTPURL","0"
"1233980285349433345","Lysol Disinfectant Spray, 3ct - Max Cover, 1x19oz, + Crisp Linen, 2x19oz HTTPURL ad #coronavirus #coronaoutbreak #corona #virus #CoronavirusOutbreak #coronaviruswuhan #COVID2019 #wuhanvirus #CoronavirusUSA #pandemic #COVIDー19 #nCoV19 #COVID19US","0"
"1257922678259924992","@USER @USER @USER @USER Get sun :sun: because it kills the #WuhanCoronaVirus","1"
"1280329083923005440","#Corona virus can float in the air.

239 scientists in 32 countries have outlined evidence showing that smaller #COVID19 virus particles can linger in the air indoors and infect people, and called for the @USER to revise its recommendations.","0"
"1263516601321754625","Truth or myth? Eating peppers can prevent or cure #COVID19. Myth! Though tasty, there is no evidence that eating peppers protects you from infection or is a remedy. Get all the latest @USER #mythbusters. HTTPURL #coronavirus HTTPURL","1"
"1237428171479429123","Do you want 100% complete disinfection coverage for all surfaces? Give us a call and ask about EnviroShield, the only disinfectant spray applied with the Hurricane ES electrostatic sprayer to achieve the “wrap around” effect. #enviroshield #CoronavirusUSA #CoronavirusOutbreak","0"
"1286810565713760257","Remember, soup with crackers &gt; cataclysmic natural disasters #coronavirus #2020NutMonth #tub","0"
"1234904314788925440","#SuperTuesday #treylyneworld #dotviera #coronavirus #CoronaOutbreak #TuesdayThoughts stay safe people walk with a spray bottle of bleach or disinfectant :flexed_biceps_medium_skin_tone::hundred_points::hundred_points::folded_hands_medium_skin_tone::white_heavy_check_mark: HTTPURL","0"
"1256176100331474945","Our Pastors and Spiritual leaders are quiet,  .... Miracles are suddenly postponed till further notice . :man_walking_medium_skin_tone::man_walking_medium_skin_tone::man_walking_medium_skin_tone:

#Covid_19","0"
"1238804621260288001","@USER
 
@USER
 My shipment number 1337387135571 for which wrong reasons are given by delivery office is containing dettol disinfectant for my home which is very essential commodity for #CoronavirusOutbreak #coronavirusindia But its was not attempted for delivery.","0"
"1224214663010930690","#FAQs on #coronavrius: 
Can regular rinsing of nose with saline help prevent infection with the new #coronavrius? 

#nCov2019 
#CoronavirusOutbreak HTTPURL","0"
"1224723920013660160","There is a  shortage of masks. Are they washable in a disinfectant solution? Are they paper? Could people make them out of cotton, a handerrchief, and then wash them as above?  #China #WuhanCoronavirus  #Coronavirus #WHO","0"
"1271760248345260032","#CoronaVirusindia With 37 new cases reported on Saturday, Tripura Covid cases crossed 1,000-mark.  #CoronaVirus #Covid19 #pandemic #InfectiousDisease #CoronaVirusUpdate","0"
"1292782629037776896","@USER Everyone on the list are so pissed as they are banned to eat bats in wuhan #CCP_is_terrorist #StandWithHongKong #WuhanCoronavirus","0"
"1233000393250148352","Imagine seeing this in the lift, residents will hunker down for quarantine as a daily disinfectant aerosol is sprayed throughout 
#coronavirus COVID19 nCoV2019 

 HTTPURL 03
#ThursdayThoughts","0"
"1234624543051931649","The Walmart off of Dale Mabry in Tampa are all out of hand sanitizers, disinfectant spray, and the disinfectant wipes have been “wiped out”. #CoronaVirus @USER HTTPURL","0"
"1266520042776047617","@USER My students earning 200-300$ Daily :money_bag:, 
- No one is going to give you free cash here on Twitter save yourself from fake screenshots , All are fake check my screenshot added watermark.

- DM me for more details :heart_suit: stay safe 

#cashapp #Covid_19 #coronavirus  #paypal","0"
"1227228491726426113","@USER Follow-up question... What are the consequences of inhaling disinfectant mist into human lungs... short &amp; long term?
   #Wuhan  #corornavirus","1"
"1237837265189113862","FYI: high proof vodka can be used as a disinfectant if you get desperate. #themoreyouknow #COVID19 #ohio","1"
"1250814194682912770","Myth: Eating garlic prevent infection with new #Covid_19. HTTPURL","1"
"1231622829810028546","In the holy city of Qom where the first cases of #CoronavirusOutbreak reported people smoke Peganuma harmala seeds as a disinfectant agent to fight the virus infection. Not sure about its effectiveness but this 
photo shows the entrance of Qom main Bazar. HTTPURL","1"
"1251464040066347008","Helloh everyone  :clapping_hands_light_skin_tone:, stay safe and follow who’s guideline prevents to covid - 19!! #2019nCoV #coronavirus HTTPURL","0"
"1234202074738495493","Fear, distrust and disinfectant in the air amid #Iran's #coronavirus outbreak HTTPURL","0"
"1223370800633282560","Lysol Wipes/Spray helps disinfectant Corona Virus 

#coronavirus 

HTTPURL","0"
"1266524034889637894","#coronavirus update in #Lithuania. New cases confirmed 6, new recovered 23. Total cases in Lithuania confirmed 1662, recovered 1216, deaths 68. +0.36% daily cases increase, 6 reported today UTC time.","0"
"1238829517155610624","""A medical staff member riding on a personal transporter sprays disinfectant in a residential area in #Wuhan, #China, on March 11, 2020."" AFP / Getty (Image downloaded from The Atlantic) #Covid19 #coronavirus HTTPURL","0"
"1238108003234086912","Fuck it just drink alcohol and you should be good, alcohol kills germs right??:man_shrugging_light_skin_tone: haha #Covid_19 #CoronavirusPandemic","1"
"1259461308170330112","Durgapur make its debut in #Covid_19 race ....","0"
"1236408715504504839","Why are people #stockpiling toilet rolls for the #coronavirus? As far as I know it doesn't affect *that* part of your system. 

I stocked up on #ffp3/ #n100 filters for my #NBC suit's gas mask, and disinfectant for my decontamination system months ago. (Only joking!).","0"
"1223094522227445761","Just saw this on Amazon: Diversey Virex All Purpose Disinfectant Cle... by Diversey for $19.22 HTTPURL via @USER #ad #coronavirus #coronaoutbreak #wuhanflu #chinaflu #flu #corona #virus","0"
"1244905758396952577","These DO NOT protect against #COVID19:

*Consuming hot lemon, palm oil, ginger or garlic
*Gargling with salt water
*Drinking or spraying dettol on your body

#TakeResponsibility
#WashYourHands
#StayAtHome 
#LockDownNigeria HTTPURL","1"
"1295051025775316994","MYTH BUSTER for the week!
In times like this information is the key to stay safe.
Here are some of the myths on covid19 you would probably wanna take a look at.
#covid #covid19 #myths #maskon #staysafestayhome #mythbuster #50hands #50handsorg HTTPURL","0"
"1271705006736060416","Best solution to check the authenticity of a herb and the hebalist #COVID19Pakistan #COVID19 #coronavirusinpakistan #CoronaVirusUpdate #coronavirusuk #CoronaOutbreak #COVID19India #COVID19Pandemic HTTPURL","0"
"1227671406927908864","Clorox Healthcare Hydrogen Peroxide Cleaner Disinfectant Wipes, 155 Count Canister (Pack of 6) HTTPURL #ad #coronavirus #coronaoutbreak #wuhanflu #chinaflu #flu #corona #virus #CoronavirusOutbreak #coronaviruswuhan  #outbreak #2019nCoV #COVID19","0"
"1236167696334508033","Did #Dettol know about #coronavirus much before? Here's what the claim of disinfectant killing coronavirus means. #COVID19 #Corona #ChinaCoronaVirus 

HTTPURL","0"
"1282452207623970817","Hot date with #Covid_19 
She makes me short of breath with her beauty.","0"
"1235148391765757952","Can regularly rinsing your nose with saline help prevent infection with the new #coronavirus? #Covid_19 #virus #COVID19italia #covid19UK #Covid19usa #Covid19fr #WuhanCoronavius #2019nCoV #Wuhan HTTPURL","1"
"1233752089077010432","Footage from heavily affected areas shows the disinfectant spraying of footpaths? carparks? and roads?
I read #coronavirus #covid19 can survive on surfaces for up to 8 days.
Next level hygiene should involve quarantine/disinfecting of shoes and not wearing them into the house.","0"
"1226306318073384960","A very very tiny thing kills. 
Never touch your face esp. nose,eyes,mouth without thoroughly washing your hands with disinfectant soap.
Always use face mask and eye protection.
#coronavirus","0"
"1253862388035543041","Latest research from U.S.: alcohol kills covid-19 in 10 seconds. We should all be sipping 180 proof vodka 3 times a day? Helps the nerves as well! :-) #coronavirus #Covid_19 #COVID19PH #COVID","1"
"1266524284115136513","If I don’t hear from Michael Cole within the next 5 minutes I’m assuming he has #coronavirus and #WWE doesn’t give two f**ks if their employees get it. This has been the weirdest 15 minutes to start #SmackDown","0"
"1263151698907987968","Myth buster. Eating garlic helps prevent coronavirus. 
Did you also fall for this?

Fact: Garlic has a lot of nutritional and medicinal value but there is no proof so far that it combats the new #coronavirus.

 See more here HTTPURL","1"
"1263587975826247682","Unfortunately, to #eat what you like I have to go to #Westminster because unfortunately I won't get to #Camden in #COVID-19. HTTPURL","0"
"1273046134513111044","WHAT'S BLAMED ON US #MILLENIALS:
Less :house: buying :white_heavy_check_mark:
Crashing economy :white_heavy_check_mark:
Smaller families :white_heavy_check_mark:
Automation of jobs :white_heavy_check_mark:
:avocado::bread: :white_heavy_check_mark:
Killing @USER :white_heavy_check_mark::white_heavy_check_mark:

&amp; now..:drum::drum:
#coronavirus (says @USER

&amp; next up..Politicians who've been in office since we were born. :eyes: at you @USER","0"
"1220683534362456064","Does saline solution kill #coronavirus?
#ARYNews
HTTPURL","1"
"1266520446545133575","Ohio reports 11 new cases bringing total confirmed cases there to 34,625 and 2,137 total deaths, with 668 new cases and 27 new deaths reported today.

#CoronaVirus #Covid19 #CoronaVirusOutbreak","0"
"1229971370748018688","PURELL Multi-Surface Disinfectant Spray HTTPURL  #ad #coronavirus #coronaoutbreak #wuhanflu #chinaflu #flu #virus #CoronavirusOutbreak #coronaviruswuhan #2019nCoV #COVID19","0"
"1296243437897789442","In the news: This Trawler's Haul: Evidence That Antibodies Block the Coronavirus HTTPURL #coronavirus #COVID19 #2019ncov","0"
"1271789937101344769","To @USER 
#CoronaVirusUpdate June 13, 2020  
Florida - Deaths continue to Increase
Confirmed: 70,971 (+1,902) highest total in a single day
Deaths: 2,877 (+29)

29 Floridians lost their lives since yesterday from #COVID19 
Wear a #Mask, respect #SocialDistancing","0"
"1235961514118598659","#Coronavirus 

Everyone check your disinfectant bottles that you have had for months, which were established long before you got them

It clearly states it protects against ‘Human Coronavirus’

I thought this virus was new? 

Maybe #COVIDー19 is a new strain?

Hidden agendas!

:man_shrugging_medium-light_skin_tone:","1"
"1222134046974566405",":face_with_medical_mask: Face masks sold out everywhere in Hong Kong. 

Other items on hot demand: bleach, cleaning wipes, disinfectant soap and other cleaning products
 #coronavirus #WuhanCoronovirus #CoronavirusOutbreak HTTPURL","0"
"1296243433447682048","In the news: Qiagen launches new tools for tracking coronavirus mutations and strains HTTPURL #coronavirus #COVID19 #2019ncov","0"
"1296576630165364737","In the news: Coronavirus In Minnesota: MDH Reports Almost 700 New COVID-19 Cases, 7 More Deaths HTTPURL #coronavirus #COVID19 #2019ncov","0"
"1266524117550813184","@USER How many degenerates rioting will die from #COVID2019? 
Is that a new metric for the #Coronavirus ""expert models""?
Covid-19 rioter deaths.","0"
"1225904066854899720","Check out this Amazon deal: PURELL Professional Surface Disinfectant, Fresh Citrus Scent, 1 Gallon Disinfectant (Pack of 4) HTTPURL #ad #coronavirus #coronaoutbreak #wuhanflu #chinaflu #flu #corona #virus #CoV2019 #CoronavirusOutbreak #coronaviruswuhan #outbreak","0"
"1296157613688725505","A cheap medicinal dye Methylene blue in low dose nebulisation... can it be a fast patch to prevent Covid induced lung damage. An cheap affordable option which is fast picking up in a race towards normalcy #covid #methyleneblue #covidcure #medicine  HTTPURL","1"
"1239013460664614913","@USER handing out disinfectant wipes to only first class... even in a pandemic, money still speaks more than basic humanity. #economyclass #coronavirus","0"
"1233145156972490752","@USER @USER This $OBCI disinfectant will be used all over the whole world! #coronavirus","0"
"1230897953079996416","Clorox Healthcare Hydrogen Peroxide Cleaner Disinfectant Wipes, 95 Count Canister - Pack of 6 HTTPURL #ad #coronavirus #coronaoutbreak #wuhanflu #chinaflu #flu #virus #CoronavirusOutbreak #coronaviruswuhan #2019nCoV #COVID19 #wuhan #china #outbreak","0"
"1225668010712686593","Clorox Broad Spectrum Quaternary Disinfectant HTTPURL  #ad #coronavirus #coronaoutbreak #wuhanflu #chinaflu #flu #corona #virus #CoV2019 #CoronavirusOutbreak #coronaviruswuhan","0"
"1284126340309024771","@USER Removing coronavirus from nose nasal cavity :winking_face_with_tongue:

#coronavirus 
#COVID__19 
#COVID19Vic","0"
"1247444791060623360","Fact: garlic prevents vampire attacks
Myth: garlic prevents #coronavirus infections

@USER busts more #COVID19 myths: HTTPURL HTTPURL","1"
"1280290527343190018","What do you think? :see-no-evil_monkey::grimacing_face::grinning_squinting_face:
Grab your copy of Ignatius Shoestring’s NEW book at HTTPURL
#funny #corona #2020 #hide #WordPlay HTTPURL","0"
"1237095661436272640","What if the #CoronavirusOutbreak is just a ploy by cleaning and disinfectant products companies to get more and more sales?","0"
"1282468092128501761","Immunity to #Covid-19 may be lost in just a few months, new research suggests HTTPURL HTTPURL","0"
"1227525559573311488","Was at Kallang Wave NTUC Fairprice supermarket just only. No stock of hand sanitisers, disinfectant wipes, or general wipes. Lots and lots of dry pocket tissue, kitchen rolls. And some toilet rolls.  #coronavirus #Singapore","0"
"1237054068356460545","My boss told me that having disinfectant and hand sanitizer by the door is not welcoming. Oh well :man_shrugging_medium_skin_tone: no #coronavirus here. #SelfQuarantine is next if people continue to violate my space. HTTPURL","0"
"1259136096698499072","Why is it vital to take a Vitamin D supplement during lockdown?

The sunshine vitamin helps boost our immune system &amp; fight infection. It increases production of natural antimicrobial agents that kill microorganisms associated with infection.

#coronavirus #Covid_19 #healthcare HTTPURL","1"
"1282468875884429312","On May 12, Richard Rose of Ohio declared that he would not wear a mask. He later frequented bars. July 3, he died from the #coornavirus 
#CoronaVirusUpdates #COVIDIOT #covid #WearAMask #breakingnews
HTTPURL","0"
"1230898162119868416","Professional Lysol IC Disinfectant Spray w/Control Flo Valve, 228oz (12X19oz) HTTPURL #ad #coronavirus #coronaoutbreak #wuhanflu #chinaflu #flu #virus #CoronavirusOutbreak #coronaviruswuhan #2019nCoV #COVID19 #wuhan #china #outbreak","0"
"1261652130760470533","Anyone realize the @USER hot what they wanted because of #Covid_19 ?
No more racing events of any kind, means no more none emissions equipped vehicles being used! @USER also got his monthly income he wanted. Just A thought though.","0"
"1237850442035425281","#Ohio: Schools invest in advanced “electrostatic” disinfectant sprayers (designed to allow the cleaning liquid to cover more area, therefore, killing more germs and viruses.) 

#CoronaVirus #CloseTheSchools  #CloseTheSchoolUK teachers homeschool students
HTTPURL HTTPURL","0"
"1235683424188485634","This is also a friendly reminder that in these times, you have to read what your disinfectants kill claims are and how long the contact time needs to be. While you may be putting the disinfectant on, it won’t actually work if it doesn’t meet its contact time.
#Coronavirus","0"
"1271837453901414403","#coronavirusindia COVID-19 tally in Tripura crossed the 1000-mark as 37 people tested positive for the infection on Saturday, taking the total number of cases to 1,001 #CoronaVirus #Covid19 #pandemic #InfectiousDisease #CoronaVirusUpdate #Tripura","0"
"1273043132603609089","To help your #nonprofit connect with donors and volunteers during #coronavirus, check out this article, brought to you by @USER Discover the best practices for audio, video, and screen sharing during online events. @USER HTTPURL","0"
"1246039826329042944","Vice President M #VenkaiahNaidu on Friday urged #governors and Lt governors to motivate #spiritual and #religious leaders to advise their followers against holding congregations and practice #socialdistancing to prevent the transmission of #coronavirus.
HTTPURL","0"
"1237522656900964352","Disinfectant wipes, disinfectant sprays, &amp; 2 garbage bags... | 

#coronavirus #COVID2019 HTTPURL","0"
"1252191050556456960","FACTS V/S MYTHS about #COVID_19

Can spraying chlorine or alcohol on your body kill the virus?

@USER  #CoronaUpdatesInIndia #IndiaFightsCoronavirus HTTPURL","1"
"1234561614797529088","Clorox Healthcare Hydrogen Peroxide Cleaner Disinfectant Wipes, 95 Count Canister Pack of 6 HTTPURL ad #coronavirus #corona #virus #CoronavirusOutbreak #COVID2019 #wuhanvirus #CoronavirusUSA #pandemic #COVIDー19 #COVID19US #Coronavid19 #SARSCoV2 #china #wuhan #flu","0"
"1234211333937270790","Fear, distrust and disinfectant in the air amid #Iran's #Coronavirus outbreak
HTTPURL","0"
"1234132540291768323","Clorox Healthcare Citrace Hospital Disinfectant &amp; Deodorizer, Aerosol Spray, 14 Ounces HTTPURL ad #coronavirus #corona #virus #CoronavirusOutbreak #COVID2019 #wuhanvirus #CoronavirusUSA #pandemic #COVIDー19 #COVID19US #Coronavid19 #SARSCoV2 #china #wuhan #flu","0"
"1254307384866017281","What is happening in Kano is proof that we should not politicise #CoronaVirus. I was saddened by the ingratitude of some Africans who castigated @USER and @USER over their warnings. Is Kano a manifestation of what they warned us about?

#FreeLeahSharibu #RenosNuggets","0"
"1271765328209436672","#CoronaVirusindia Delhi High Court directs Centre, Delhi govt to increase beds, ventilators for COVID-19 patients in national capital #CoronaVirus #Covid19 #pandemic #InfectiousDisease #CoronaVirusUpdate #delhi","0"
"1234838689919983616","@USER Thanks for the article. Airlines should use the disinfectant “fog” at all times like @USER does on inbound flights to USA #airlines #CoronavirusOutbreak","0"
"1226722567295262721","Clorox Healthcare Citrace Hospital Disinfectant &amp; Deodorizer, Aerosol Spray, Citrus, 14 Ounces by Clorox HTTPURL #ad #coronavirus #coronaoutbreak #wuhanflu #chinaflu #flu #corona #virus #CoronavirusOutbreak #coronaviruswuhan #outbreak","0"
"1285196905446813701","Rehab is usually considered an essential intervention, the best chance to maximize healing &amp; prevent a short-term injury from becoming a lasting disability. 

#COVID19 interrupted the healing of many recovering from serious illness &amp; injury @USER

HTTPURL","0"
"1296591229799415808","In the news: Michigan reports 19 new coronavirus deaths, 419 new cases HTTPURL #coronavirus #COVID19 #2019ncov","0"
"1234923669585002499","They want to kill us o - you cannot buy hand disinfectant like anywhere in #toronto or on HTTPURL or at @USER #coronavirus","0"
"1266575125383503872","#coronavirus soup shocker HTTPURL","0"
"1278113665770643456","Is It Safe to Go Out to Eat? HTTPURL #coronavirus #EatOut #RestaurantsSafe","0"
"1226808022573309953","Disinfection is underway! China’s most virus-stricken province, Hubei, is disinfecting entire cities to curb #coronavirus, as trucks and medical workers spray disinfectant through the streets. HTTPURL","0"
"1288988635258327045","Lab escape is only ""far more plausible"" than a natural emergence for #COVID19 (as this op-ed states) if you:
-don’t understand disease emergence
-ignore how past pandemics unfolded
-are selectively blind to evidence from virologists &amp; health experts
HTTPURL HTTPURL","0"
"1250575188942602240",":loudspeaker:Spread the word: Registration is now open!

Join the #EUvsVirus hackathon before 19 April to help develop innovative solutions against #coronavirus &amp; #COVID2019 

An example of how we can come together in times of crisis - European innovation in action! HTTPURL","0"
"1225585257224851456","#Chinese residents walk through five-metre-long disinfectant tunnel to enter community amid #coronavirus outbreak

#corona #coronaviruschina #CoronarvirusOutbreak HTTPURL","0"
"1261683812855152643","I thought you'd like this, @USER - HTTPURL 

I surprised Charlee w/new bath squeak toys in her bath. She ""saved"" each one of them from the water. Resulting in water all over my home &amp; squeaking for hours. 

Hit week 10 of #Covid_19 self isolation today.","0"
"1238092187180638209","If you go out in public coughing, the SWAT team will spray you with disinfectant cannons.

#amwriting #amwritingscifi #CoronavirusPandemic #CoronaVirusUpdate #coronavirus #lol #SWAT #coughing 
#humorViral","0"
"1237899888807084032","Ijs.... @USER Why not Drop a Virus Shield/bubble/Mist of @USER Disinfectant (which kills the #CoronaVirus in 5mins) on the entire UnitedStates by military planes and Abatement Trucks. @USER @USER 
ITS JUST A THOUGHT!!","0"
"1271871359170338818","Chile, Brazil,and Peru have the most new cases per capita

Saudi Arabia, Sweden and the US follow 

#CoronaVirusUpdate #COVID19 HTTPURL","0"
"1271791064987254784","TV actress Mohena Kumari who infected with the #Coronavirus. She has returned home from the hospital after 10 days but she is still #Corona positive.

#MohenaKumari #COVID19 #CoronavirusUpdate #Entertainment HTTPURL","0"
"1235347860922789894","@USER Plausible occurrences: 1. It is a real vaccine, still warm as it just got excerted from a lab-mouse. 2. It is saline for the propaganda machine. 3. It is cold as ice straight from the shelf of a secret freezer. #coronavirus #2019nCoV #outbreak #Wuhan #COVID19 #COVIDー19 #covid_19","0"
"1226874078084161537","Clorox Healthcare Hydrogen Peroxide Cleaner Disinfectant Wipes, 95 Count Canister, 6 Canisters/Case (30824) (12 Canisters) HTTPURL #ad #coronavirus #coronaoutbreak #wuhanflu #chinaflu #flu #corona #virus #CoronavirusOutbreak #coronaviruswuhan #corononavirus","0"
"1293169530752172033","@USER Saline injections will not prevent #COVID19","0"
"1231757331215650817","DETTOL All in One Disinfectant Spray 400 ml Bottle (Cucumber Splash, 4) HTTPURL #ad #coronavirus #coronaoutbreak #wuhanflu #chinaflu #flu #virus #CoronavirusOutbreak #coronaviruswuhan #2019nCoV #COVID19 #CoronavirusUSA #pandemic #wuhan #china","0"
